,Sale,InStrSpending,Discount,TVSpending,StockRate,Price,Radio,OnlineAdsSpending
860,170784,47.18,0.01,147.31,0.69,25.89,2524,2995.77
861,153999,25.42,0.15,145.0,0.9,17.7,1119,533.72
862,41936,4.71,0.1,40.69,0.8,17.72,2415,2532.19
863,148499,6.15,0.33,103.0,0.13,7.74,1274,1416.62
864,65825,43.56,0.18,14.02,0.81,28.38,2132,1069.13
865,207588,25.28,0.03,129.7,0.87,8.43,636,2213.69
866,108334,38.04,0.11,14.1,0.87,19.36,1184,2439.56
867,182641,4.06,0.02,165.14,0.85,6.19,2765,1382.77
868,298510,32.12,0.19,179.11,0.34,3.51,2579,3012.09
869,144208,44.31,0.48,155.82,0.99,29.1,2284,161.03
870,80703,34.24,0.17,74.62,0.8,27.19,79,57.69
871,205225,37.18,0.01,56.32,0.82,7.64,2521,1807.85
872,253424,50.22,0.09,49.68,0.0,7.19,288,2611.38
873,53899,1.09,0.26,163.39,0.63,25.98,2884,2214.17
874,229310,49.15,0.4,116.14,0.15,16.56,418,558.4
875,299187,51.68,0.1,122.56,0.78,6.3,595,29.11
876,173478,13.23,0.29,195.4,0.01,15.68,2952,467.51
877,288039,58.8,0.24,76.2,0.8,6.74,2111,2505.12
878,312327,56.56,0.39,90.05,0.73,3.59,1329,2307.37
879,133576,36.8,0.05,81.63,0.13,21.89,1461,215.31
880,187673,36.96,0.27,29.29,0.15,8.79,148,866.19
881,57588,27.14,0.5,43.53,0.97,25.08,2910,2190.19
882,153180,34.81,0.43,194.68,0.73,27.33,2990,951.09
883,172092,29.33,0.49,151.35,0.48,18.55,2744,1743.44
884,126489,39.62,0.12,138.4,0.17,29.55,564,956.56
885,277854,47.44,0.28,194.14,0.29,14.86,633,2545.85
886,89841,16.4,0.06,146.48,0.25,25.48,935,2020.94
887,201977,46.16,0.1,151.41,0.04,22.43,1139,839.28
888,264661,52.04,0.41,90.87,0.78,8.36,454,3187.92
889,23336,6.58,0.35,85.99,0.46,26.82,1580,1694.51
890,123992,41.62,0.36,45.92,0.64,21.37,996,786.62
891,294288,57.46,0.45,174.81,0.69,14.54,177,1223.56
892,170391,43.09,0.44,13.4,0.47,12.55,1042,2504.79
893,174779,37.02,0.34,131.03,0.18,20.33,435,3071.19
894,339205,40.41,0.08,185.83,0.24,2.44,1015,166.48
895,59136,29.15,0.4,33.5,0.81,25.15,203,3033.14
896,125623,8.19,0.31,65.65,0.97,7.2,1425,3140.55
897,28649,0.66,0.07,11.12,0.99,15.08,2209,1395.43
898,12198,3.92,0.11,13.5,0.66,20.53,2166,460.38
899,177431,30.57,0.03,12.36,0.92,4.19,1143,1006.68
900,320360,42.39,0.17,160.76,0.6,2.56,767,2064.48
901,196349,50.29,0.1,143.02,0.8,22.6,896,484.05
902,308652,28.39,0.09,191.97,0.77,0.73,1063,913.29
903,66194,1.46,0.35,69.3,0.56,15.6,870,533.92
904,274166,39.31,0.49,146.55,0.79,6.84,824,282.87
905,142926,10.93,0.41,160.6,0.02,16.63,225,233.28
906,133762,10.59,0.4,134.49,0.47,14.81,134,2005.61
907,299817,22.36,0.44,190.3,0.3,0.21,1839,1331.72
908,262531,36.61,0.28,150.49,0.34,8.16,104,202.41
909,185953,38.54,0.38,137.61,0.74,19.0,548,986.73
910,52925,10.41,0.06,160.29,0.68,29.08,1506,2155.55
911,158623,34.08,0.45,80.91,0.9,15.74,1716,3149.09
912,196415,17.92,0.19,54.3,0.25,0.94,1601,1337.5
913,163447,52.38,0.45,50.09,0.76,21.96,1797,677.49
914,334546,49.73,0.33,126.46,0.36,1.39,1641,540.0
915,128541,42.46,0.36,78.62,0.36,24.89,2558,2618.75
916,284063,50.66,0.0,146.99,0.99,9.35,1114,2313.09
917,245512,26.41,0.26,132.34,0.62,4.11,1996,2217.21
918,327681,41.55,0.41,190.29,0.58,4.16,2042,2970.79
919,228984,46.83,0.03,11.4,0.88,4.09,1070,2369.63
920,84933,37.12,0.05,88.51,0.25,29.57,529,1905.33
921,192334,34.04,0.42,29.38,0.21,6.86,1302,1173.51
922,74928,26.92,0.19,84.67,0.56,26.71,1394,169.04
923,182474,11.13,0.12,111.38,0.33,5.31,415,350.34
924,106091,17.78,0.38,141.33,0.32,23.17,2567,2555.38
925,87593,42.97,0.15,65.25,0.25,29.9,13,1122.27
926,289857,34.95,0.06,164.72,0.65,4.23,2419,2557.06
927,58427,41.7,0.49,15.79,1.0,28.95,727,1409.93
928,140429,11.51,0.31,28.24,0.2,5.07,1027,1800.5
929,139162,18.71,0.06,63.51,0.66,10.1,2817,789.3
930,245831,45.08,0.07,98.51,0.07,10.83,45,2747.98
931,144748,5.88,0.32,106.29,0.75,7.45,749,103.96
932,53565,8.9,0.23,7.79,0.73,14.83,2439,405.24
933,207287,13.64,0.38,176.19,0.57,8.32,2248,2676.61
934,155969,33.47,0.42,159.19,0.3,24.19,1374,996.84
935,159309,29.82,0.34,6.98,0.83,7.12,1542,1336.67
936,350917,51.03,0.25,157.48,0.73,1.54,2623,1711.36
937,224598,13.27,0.02,109.77,0.03,0.62,2570,501.63
938,147229,28.89,0.45,23.08,0.06,11.55,2543,794.52
939,1992,4.93,0.28,50.57,0.77,26.1,987,418.03
940,138872,26.13,0.4,80.38,0.58,15.69,997,495.32
941,320641,39.02,0.19,150.0,0.05,1.22,865,423.91
942,228865,29.89,0.03,134.23,0.81,7.43,771,2571.82
943,107676,8.11,0.16,133.57,0.51,17.44,1767,3097.17
944,156583,21.2,0.47,163.75,0.91,17.29,2790,32.15
945,191869,42.15,0.18,36.69,0.73,10.14,98,1300.68
946,223742,37.42,0.32,93.26,0.13,9.82,502,260.72
947,116892,50.39,0.04,16.45,0.93,22.65,2480,2860.71
948,232062,40.59,0.31,138.18,0.14,14.06,2533,2039.69
949,137638,36.47,0.42,169.48,0.58,28.49,574,466.01
950,338139,38.18,0.1,191.62,0.8,0.59,1789,1846.2
951,167423,45.66,0.35,162.83,0.33,28.1,2962,1877.13
952,364483,54.04,0.45,139.23,0.22,0.8,246,2795.77
953,51882,6.34,0.4,176.97,0.42,29.7,819,1783.21
954,185344,30.73,0.28,118.97,0.06,15.18,821,3100.62
955,211083,29.2,0.36,37.58,0.54,2.12,897,754.18
956,96683,10.65,0.48,74.69,0.07,15.73,2305,859.52
957,323740,52.25,0.24,167.47,0.95,6.71,18,3027.8
958,108168,29.83,0.14,90.95,0.42,23.31,1556,2420.19
959,271308,48.3,0.08,109.29,0.35,8.17,411,638.94
960,78613,35.58,0.42,69.16,0.37,28.45,787,2946.42
961,313734,48.39,0.14,114.35,0.15,4.68,2612,2428.73
962,311484,56.68,0.27,140.23,0.22,9.33,1549,2359.78
963,251534,25.78,0.01,109.97,0.21,1.54,1105,431.93
964,116207,14.83,0.45,109.68,0.58,16.48,572,551.64
965,156321,22.81,0.1,179.47,0.5,20.54,1040,2568.63
966,36272,4.33,0.31,20.65,0.78,16.95,2728,1690.17
967,194891,37.07,0.48,134.96,0.58,16.75,91,1726.92
968,194625,46.59,0.43,162.93,0.63,23.27,580,2575.89
969,305324,55.46,0.47,137.09,0.67,8.76,2576,807.43
970,185879,43.15,0.03,148.45,0.13,22.74,433,3132.63
971,357526,46.22,0.46,167.58,0.48,0.28,1273,1810.73
972,131070,19.15,0.13,134.3,0.74,17.77,421,2902.35
973,214513,21.01,0.2,86.72,0.03,3.24,1445,2087.3
974,251300,35.58,0.4,139.79,0.51,8.46,2864,1291.26
975,137823,4.81,0.25,144.55,0.28,13.17,2569,1734.45
976,131020,52.12,0.4,83.16,0.68,28.21,254,3090.68
977,126782,2.5,0.22,6.49,0.3,0.54,2561,2958.91
978,10742,9.12,0.39,2.06,0.42,22.81,1390,1323.73
979,280158,48.95,0.07,127.54,0.56,8.69,241,2121.15
980,223892,22.1,0.48,195.67,0.2,12.28,1982,2396.8
981,193666,52.02,0.32,42.98,0.78,15.09,968,1139.42
982,153581,35.2,0.2,62.78,0.5,15.42,1169,556.73
983,216887,43.9,0.2,1.06,0.04,5.2,214,1552.93
984,189351,39.39,0.46,60.66,0.09,12.57,1465,2705.06
985,29361,15.94,0.04,49.68,0.14,26.78,1405,523.93
986,222730,57.33,0.22,195.07,0.09,27.98,1552,2999.94
987,26191,19.69,0.18,32.6,0.81,26.22,1840,2238.49
988,132714,19.48,0.23,116.64,0.21,17.53,2156,1564.64
989,32894,22.79,0.49,39.33,0.26,29.23,503,1020.22
990,39091,13.84,0.14,37.71,0.33,23.13,2902,1201.03
991,37290,7.81,0.19,78.55,0.62,23.4,1820,653.62
