age,gender,education_level,school_type,family_income,parent_education,urban_rural,previous_exam_score,previous_gpa,attendance_percentage,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,online_learning_hours,study_consistency,study_environment,study_method,revision_frequency,practice_tests_completed,notes_quality,sleep_hours,sleep_quality,daily_screen_time,physical_activity_hours,break_frequency,stress_level,motivation_level,internet_access,device_availability,educational_app_usage,online_course_hours,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score
16,1.0,0.0,0.0,3.0,1.0,0.0,48.42,2.11,85.35,86.81,2.0,1.24,1.09,1,6.38,2.0,2.0,3.0,2.0,5,2.0,7.07,1.0,7.46,0.16,1.0,10,2.0,1,0.0,2.0,2.24,0.0,13,86,38,75.25,9.32,45.29
16,0.0,0.0,1.0,3.0,1.0,1.0,89.71,3.73,84.23,59.35,0.0,2.51,2.09,0,0.62,2.0,0.0,3.0,2.0,6,0.0,7.03,3.0,3.44,5.98,2.0,7,0.0,1,0.0,0.0,4.78,2.0,7,96,63,67.32,7.35,67.76
18,1.0,1.0,2.0,3.0,3.0,2.0,62.82,2.72,92.22,68.15,2.0,2.2,1.35,0,0.81,2.0,2.0,1.0,2.0,7,0.0,6.83,3.0,5.76,0.2,0.0,8,2.0,1,0.0,1.0,1.59,0.0,7,89,52,69.63,8.99,56.13
14,0.0,0.0,0.0,2.0,1.0,1.0,66.65,2.71,78.3,61.37,0.0,4.64,3.43,1,0.92,1.0,2.0,4.0,2.0,4,0.0,6.8,1.0,4.1,1.64,1.0,10,1.0,1,1.0,1.0,0.07,1.0,17,98,52,38.97,9.3,52.41
20,1.0,0.0,1.0,0.0,1.0,1.0,80.94,3.09,96.48,60.99,0.0,4.81,3.78,1,0.88,0.0,2.0,4.0,2.0,6,0.0,5.99,1.0,6.38,0.44,0.0,10,2.0,1,1.0,1.0,3.77,0.0,11,85,76,50.45,8.78,89.7
17,1.0,0.0,2.0,4.0,4.0,2.0,70.27,2.83,85.1,62.33,1.0,0.92,0.75,1,0.7,1.0,2.0,1.0,0.0,4,2.0,5.3,2.0,2.76,5.03,1.0,8,0.0,1,0.0,2.0,2.73,1.0,12,87,37,71.32,6.18,43.96
20,0.0,1.0,2.0,2.0,1.0,1.0,55.46,1.98,82.98,72.7,2.0,5.05,4.27,0,1.57,2.0,0.0,4.0,2.0,3,0.0,7.31,2.0,5.71,1.33,0.0,10,2.0,1,0.0,0.0,0.79,0.0,17,95,62,90.83,10.0,67.95
18,0.0,1.0,1.0,3.0,3.0,2.0,69.57,2.65,83.33,64.43,2.0,1.29,0.66,0,0.92,0.0,2.0,3.0,1.0,4,0.0,6.08,2.0,2.85,0.0,1.0,8,2.0,1,0.0,2.0,0.12,2.0,5,91,34,78.23,8.63,38.95
18,0.0,0.0,2.0,3.0,3.0,1.0,78.46,3.06,84.04,76.77,2.0,2.94,2.23,0,0.21,1.0,2.0,3.0,2.0,3,0.0,3.85,3.0,5.87,1.97,0.0,10,0.0,1,0.0,0.0,0.95,2.0,8,96,61,78.39855100844147,8.62,60.41
18,0.0,0.0,0.0,4.0,4.0,1.0,63.25,2.54,81.66,67.68,2.0,1.63,1.11,0,1.9,2.0,2.0,1.0,2.0,5,2.0,7.01,1.0,5.63,2.75,0.0,10,2.0,1,0.0,1.0,0.33,2.0,28,86,46,78.39855100844147,9.7,52.69
15,1.0,1.0,1.0,1.0,1.0,2.0,55.18,1.95,85.3,66.72,1.0,1.9,1.36,1,1.22,0.0,1.0,4.0,2.0,6,2.0,7.23,1.0,6.17,2.54,2.0,10,0.0,1,1.0,0.0,4.4,2.0,28,89,44,55.83,8.07,48.28
15,0.0,0.0,2.0,2.0,4.0,1.0,60.21,2.5,84.61688196855897,76.85,2.0,0.8,0.56,0,0.42,0.0,2.0,3.0,2.0,6,0.0,6.16,2.0,4.19,0.21,2.0,8,2.0,1,0.0,0.0,0.19,1.0,15,92,43,74.24,7.46,47.26
18,0.0,1.0,1.0,0.0,1.0,2.0,68.02,2.87,84.61688196855897,56.92,1.0,6.36,3.26,0,1.36,0.0,2.0,2.0,1.0,10,0.0,6.46,2.0,4.89,1.72,0.0,10,1.0,1,1.0,2.0,4.57,2.0,30,90,82,100.0,9.58,92.14
19,1.0,0.0,2.0,3.0,0.0,2.0,60.35,2.8,92.03,66.07,0.0,3.05,2.22,1,0.45,2.0,2.0,1.0,2.0,5,2.0,7.03,1.0,6.18,3.83,2.0,10,0.0,1,0.0,1.0,0.76,2.0,22,96,49,59.06,10.0,54.68
17,1.0,0.0,1.0,3.0,0.0,0.0,89.41,3.65,80.01,60.65,0.0,1.54,0.92,0,3.57,0.0,2.0,0.0,1.0,5,1.0,8.23,0.0,6.47,1.27,1.0,8,2.0,1,0.0,2.0,1.35,0.0,25,97,68,85.09,8.26,71.63
16,1.0,1.0,2.0,0.0,1.0,2.0,77.56,3.05,83.67,65.79,1.0,0.7,0.5,0,0.22,2.0,2.0,0.0,1.0,5,2.0,5.89,1.0,4.41,2.42,2.0,10,0.0,1,0.0,2.0,0.41,2.0,4,99,62,70.96,10.0,62.09
16,1.0,0.0,2.0,1.0,2.0,2.0,59.86,2.43,86.47,75.76,2.0,3.07,1.98,1,1.93,2.0,2.0,1.0,2.0,2,0.0,5.33,2.0,3.62,0.8,1.0,10,0.0,0,0.0,1.0,12.67,1.0,23,93,43,91.29,9.26,45.67
14,0.0,1.0,2.0,2.0,1.0,2.0,85.17,3.54,81.12,59.78,0.0,2.36,1.31,0,1.88,0.0,2.0,2.0,2.0,3,0.0,6.18,2.0,2.85,2.02,2.0,10,2.0,1,1.0,1.0,3.75,2.0,21,96,66,68.33,7.46,67.55
16,1.0,1.0,0.0,3.0,2.0,2.0,80.47,3.23,85.63,61.38,2.0,3.72,2.4,1,0.64,0.0,2.0,2.0,0.0,11,0.0,7.65,0.0,2.2,3.83,2.0,10,2.0,1,0.0,0.0,4.08,2.0,21,99,77,100.0,9.24,76.51
20,0.0,0.0,1.0,2.0,4.0,2.0,74.39,3.16,78.01,51.17,1.0,2.58,1.43,1,1.36,2.0,0.0,2.0,0.0,8,0.0,5.95,1.0,2.23,0.24,1.0,10,2.0,1,0.0,2.0,1.65,2.0,25,90,66,78.39855100844147,7.57,71.82
16,0.0,0.0,1.0,3.0,0.0,2.0,60.39,2.74,84.61688196855897,66.6,2.0,2.42,1.96,1,0.6,2.0,0.0,1.0,2.0,2,0.0,5.36,1.0,4.91,7.55,1.0,10,2.0,0,0.0,2.0,2.33,2.0,24,100,39,87.73,9.59,40.94
17,0.0,1.0,2.0,2.0,1.0,0.0,52.43,2.780892014706042,71.48,53.71,0.0,2.77,1.73,0,5.88,2.0,2.0,3.0,2.0,1,0.0,6.76,2.0,3.91,2.64,1.0,10,2.0,1,0.0,2.0,2.31,2.0,16,86,28,76.37,10.0,32.57
16,1.0,0.0,1.0,0.0,1.0,2.0,77.84,3.12,95.72,74.48,0.0,2.06,1.38,0,0.53,2.0,2.0,0.0,0.0,3,0.0,8.18,0.0,6.39,1.04,2.0,10,0.0,1,0.0,0.0,0.17,2.0,13,85,56,100.0,9.21,62.12
20,1.0,1.0,1.0,2.0,3.0,0.0,74.13,3.06,81.5,46.1,1.0,1.16,0.86,1,1.85,2.0,1.0,2.0,2.0,11,0.0,7.91,2.0,3.58,2.16,0.0,10,0.0,1,1.0,1.0,3.79,2.0,13,87,56,92.02,10.0,66.32
17,0.0,0.0,2.0,2.0,3.0,2.0,78.17,3.3,94.85,78.78,2.0,3.35,1.76,0,1.05,2.0,2.0,2.0,0.0,7,0.0,5.29,2.0,5.63,0.68,0.0,10,0.0,1,0.0,1.0,0.56,0.0,3,85,60,75.96,10.0,69.48
15,1.0,0.0,2.0,3.0,1.0,1.0,84.48,3.47,100.0,93.96,2.0,2.43,1.3,0,0.11,1.0,0.0,2.0,2.0,5,0.0,8.57,3.0,4.47,3.35,1.0,9,0.0,1,0.0,2.0,2.91,2.0,3,95,65,91.15,8.68,67.54
17,0.0,1.0,2.0,4.0,3.0,2.0,89.35,2.780892014706042,83.74,75.65,2.0,4.77,3.34,1,0.95,0.0,0.0,0.0,2.0,3,2.0,6.03,1.0,5.0,3.98,1.0,10,1.0,1,0.0,0.0,0.9,2.0,6,95,67,66.95,10.0,69.09
15,1.0,0.0,1.0,2.0,0.0,1.0,73.64,2.91,100.0,76.48,0.0,1.09,0.75,0,0.11,2.0,2.0,3.0,2.0,4,0.0,7.08,0.0,3.84,1.87,1.0,10,1.0,0,0.0,2.0,0.7,2.0,23,97,71,100.0,10.0,73.3
17,0.0,0.0,2.0,3.0,3.0,2.0,81.18,3.27,88.1,71.23,0.0,3.53,2.12,0,1.09,2.0,0.0,1.0,2.0,7,1.0,4.83,2.0,5.3,0.99,2.0,10,2.0,1,1.0,1.0,0.49,2.0,16,98,83,78.53,9.6,84.43
18,1.0,0.0,1.0,3.0,3.0,1.0,61.33,2.37,72.23,62.7,1.0,0.91,0.56,0,4.2,2.0,1.0,1.0,2.0,8,1.0,7.36,2.0,4.66,2.89,1.0,8,1.0,1,0.0,2.0,0.11,1.0,16,90,40,99.95,9.11,47.8
20,0.0,0.0,1.0,2.0,4.0,1.0,90.81,3.59,76.9,69.9,0.0,3.84,2.93,0,0.68,1.0,0.0,4.0,0.0,4,0.0,8.35,1.0,4.86,1.75,1.0,10,0.0,1,0.0,1.0,2.22,2.0,8,98,86,100.0,9.96,88.12
19,0.0,0.0,2.0,1.0,3.0,2.0,56.83,2.25,84.01,63.63,2.0,3.82,3.14,0,3.79,2.0,2.0,4.0,0.0,4,0.0,6.68,2.0,3.58,2.15,0.0,10,0.0,1,0.0,0.0,4.06,1.0,8,85,33,66.89,9.61,38.56
15,1.0,0.0,2.0,0.0,1.0,1.0,68.86,2.69,90.68,69.05,0.0,3.32,2.32,0,0.12,2.0,2.0,3.0,1.0,9,0.0,6.35,2.0,6.89,2.67,1.0,7,2.0,1,0.0,0.0,5.29,2.0,1,87,39,91.58,8.21,46.97
15,1.0,0.0,1.0,3.0,3.0,2.0,70.82,2.92,82.46,84.05,2.0,6.71,5.99,0,3.95,0.0,2.0,4.0,1.0,8,0.0,6.19,1.0,5.66,1.95,2.0,8,2.0,1,0.0,1.0,2.24,2.0,2,99,56,79.43,9.97,52.65
16,1.0,0.0,2.0,1.0,0.0,2.0,51.28,2.36,81.12,83.35,2.0,2.31,1.35,1,1.68,2.0,2.0,3.0,0.0,3,0.0,7.41,0.0,4.46,2.42,2.0,10,2.0,1,1.0,2.0,4.29,0.0,25,98,38,66.79,10.0,38.23
15,0.0,0.0,1.0,2.0,3.0,0.0,71.55,2.63,84.37,55.57,0.0,1.87,1.29,1,2.57,2.0,1.0,0.0,2.0,7,0.0,6.93,2.0,3.69,2.13,1.0,9,2.0,1,0.0,1.0,3.85,0.0,28,91,69,67.16,10.0,73.24
17,1.0,0.0,0.0,2.0,0.0,0.0,70.86,2.56,81.76,77.17,1.0,2.65,2.21,0,0.27,2.0,2.0,2.0,2.0,7,0.0,7.03,1.0,5.61,2.53,2.0,10,2.0,1,0.0,1.0,0.49,0.0,11,93,64,93.75,9.62,70.34
18,0.0,0.0,1.0,1.0,3.0,2.0,64.22,2.52,84.3,84.71,0.0,5.71,2.93,1,3.48,0.0,2.0,0.0,1.0,5,2.0,5.61,2.0,4.69,5.46,0.0,10,1.0,1,0.0,1.0,2.96,2.0,25,88,43,84.29,10.0,50.05
18,1.0,1.0,1.0,1.0,3.0,0.0,62.64,2.48,92.15,82.83,2.0,2.18,1.63,0,3.5,2.0,0.0,0.0,0.0,4,1.0,6.73,3.0,4.05,1.24,0.0,10,2.0,1,0.0,0.0,8.93,2.0,26,88,57,68.01,7.95,66.67
16,0.0,1.0,1.0,3.0,3.0,0.0,76.95,3.02,79.56,70.75,2.0,1.53,1.16,1,0.94,2.0,1.0,4.0,2.0,7,0.0,6.4,2.0,8.32,1.76,1.0,10,0.0,1,0.0,2.0,2.99,0.0,25,85,61,88.71,9.74,71.12
17,1.0,0.0,1.0,0.0,4.0,2.0,64.06,2.55,99.73,85.86,2.0,3.54,1.81,1,1.13,2.0,2.0,4.0,1.0,8,0.0,5.97,2.0,4.53,3.44,0.0,8,2.0,1,0.0,2.0,0.82,2.0,13,97,72,74.68,6.7,73.24
17,1.0,0.0,0.0,3.0,4.0,2.0,63.77,2.68,73.65,69.72,1.0,2.32,1.75,1,3.36,2.0,0.0,2.0,2.0,7,1.0,8.32,2.0,3.63,4.68,1.0,9,0.0,1,0.0,2.0,0.78,0.0,20,92,68,96.26,9.52,76.76
14,1.0,1.0,2.0,0.0,4.0,2.0,77.61,3.06,75.79,71.84,0.0,3.44,2.82,0,2.14,2.0,1.0,4.0,2.0,7,2.0,6.5,3.0,4.93,1.09,0.0,10,0.0,1,0.0,1.0,4.87,2.0,15,85,52,84.9,9.64,60.33
15,1.0,0.0,2.0,1.0,0.0,2.0,70.61,2.85,88.18,73.64,1.0,4.62,3.86,1,0.58,2.0,2.0,0.0,2.0,4,0.0,6.72,2.0,2.19,0.06,1.0,10,2.0,1,0.0,1.0,2.06,2.0,23,95,68,100.0,9.99,67.51
16,1.0,0.0,0.0,4.0,3.0,0.0,79.67,3.21,88.92,63.41,1.0,1.13,0.67,0,1.22,2.0,1.0,1.0,1.0,5,0.0,6.93,0.0,7.72,7.0,1.0,10,2.0,1,0.0,2.0,9.49,2.0,1,90,37,94.8,8.31,39.53
18,1.0,0.0,2.0,1.0,0.0,1.0,59.98,2.5,86.54,64.29,2.0,1.41,0.81,1,0.74,1.0,2.0,2.0,0.0,4,1.0,6.9,1.0,5.37,2.03,0.0,10,2.0,1,0.0,2.0,2.48,2.0,1,98,29,100.0,9.76,31.05
20,0.0,1.0,2.0,2.0,3.0,1.0,73.01,2.95,84.99,59.55,1.0,2.13,1.77,0,1.48,2.0,2.0,1.0,0.0,5,0.0,5.72,2.0,6.93,9.19,1.0,10,2.0,1,0.0,2.0,8.4,2.0,12,88,68,92.31,8.62,75.24
19,2.0,1.0,2.0,0.0,3.0,2.0,79.55,2.99,82.57,80.48,2.0,2.43,2.03,1,3.99,2.0,2.0,1.0,2.0,8,0.0,6.38,1.0,3.18,1.42,1.0,10,2.0,1,1.0,1.0,3.47,2.0,28,87,55,76.55,10.0,63.39
14,0.0,1.0,2.0,1.0,1.0,1.0,76.6,3.06,85.43,73.14,2.0,2.93,1.64,1,0.78,2.0,1.0,2.0,1.0,8,0.0,5.04,0.0,6.2,11.74,1.0,10,2.0,1,0.0,1.0,0.25,2.0,26,98,67,59.53,10.0,69.94
17,0.0,0.0,2.0,2.0,1.0,2.0,73.78,3.06,78.36,67.81,2.0,3.69,2.85,1,0.5,2.0,2.0,1.0,0.0,4,2.0,6.75,1.0,4.66,2.5,1.0,10,2.0,1,1.0,1.0,0.51,2.0,10,89,40,95.07,8.72,40.08
15,0.0,1.0,2.0,2.0,0.0,0.0,63.89,2.58,74.12,67.29,2.0,2.07,1.83,0,2.73,2.0,0.0,4.0,1.0,10,1.0,7.32,1.0,4.06,2.43,0.0,10,2.0,1,1.0,2.0,7.64,2.0,18,99,57,90.97,9.92,55.21
18,0.0,1.0,2.0,1.0,1.0,2.0,68.87,3.03,86.63,59.43,2.0,0.95,0.75,1,0.99,2.0,2.0,1.0,2.0,3,0.0,6.38,1.0,4.76,0.38,2.0,10,2.0,1,1.0,1.0,1.52,0.0,25,87,58,78.39855100844147,10.0,66.34
20,0.0,0.0,1.0,2.0,0.0,2.0,63.24,2.63,99.54,90.04,2.0,1.9,1.32,1,0.47,1.0,2.0,0.0,2.0,5,0.0,7.7,1.0,3.35,0.85,1.0,10,2.0,1,0.0,2.0,2.48,0.0,5,95,63,78.39855100844147,6.33,64.94
14,0.0,0.0,1.0,3.0,3.0,0.0,81.59,3.16,64.69,59.17,0.0,4.06,3.24,0,3.6,2.0,2.0,2.0,2.0,4,2.0,10.33,3.0,2.7,2.4,1.0,10,0.0,1,0.0,0.0,1.46,2.0,22,97,79,81.58,10.0,79.59
17,0.0,0.0,1.0,1.0,3.0,2.0,49.85,1.94,59.93,73.88,2.0,1.46,0.89,0,0.39,2.0,0.0,0.0,0.0,1,0.0,6.56,1.0,4.25,1.65,1.0,10,2.0,1,0.0,2.0,11.46,2.0,24,99,27,49.81,10.0,27.62
18,1.0,1.0,2.0,2.0,1.0,2.0,70.18,2.9,86.27,74.34,2.0,3.56,3.18,1,3.48,2.0,0.0,0.0,2.0,9,0.0,7.95,3.0,7.33,0.66,1.0,10,0.0,0,0.0,2.0,1.01,1.0,9,86,64,95.32,10.0,76.61
18,0.0,0.0,2.0,1.0,4.0,1.0,55.51,2.36,95.52,78.05,1.0,2.82,2.13,0,0.74,2.0,2.0,2.0,2.0,10,1.0,6.9,2.0,5.56,6.95,1.0,7,2.0,1,0.0,2.0,7.69,2.0,12,93,80,87.38,5.15,84.6
17,1.0,0.0,1.0,3.0,3.0,0.0,66.65,2.780892014706042,80.13,59.14,2.0,1.5,0.93,1,8.15,2.0,2.0,0.0,2.0,9,0.0,5.3,1.0,7.59,2.39,2.0,10,0.0,1,0.0,0.0,3.34,2.0,22,90,50,75.34,10.0,53.73
17,0.0,0.0,2.0,0.0,3.0,1.0,62.72,2.71,94.74,60.36,2.0,1.27,0.83,1,1.6,0.0,2.0,3.0,2.0,5,1.0,8.39,2.0,6.45,0.16,2.0,8,0.0,1,0.0,2.0,2.81,0.0,24,85,52,41.9,8.33,63.47
16,1.0,1.0,1.0,2.0,1.0,0.0,58.97,2.39,75.96,92.25,2.0,2.56,1.68,0,2.05,2.0,0.0,4.0,2.0,1,0.0,7.69,2.0,4.69,0.53,1.0,7,2.0,0,0.0,1.0,3.96,2.0,11,99,29,69.5,5.56,31.03
18,0.0,0.0,1.0,3.0,0.0,1.0,72.82,2.88,87.88,62.81,1.0,1.3,0.67,1,0.79,1.0,2.0,3.0,2.0,5,2.0,5.44,1.0,3.11,0.49,2.0,8,2.0,1,0.0,2.0,0.1,0.0,6,93,60,100.0,6.26,61.92
17,1.0,0.0,2.0,1.0,2.0,1.0,63.06,2.41,84.61688196855897,82.07,1.0,2.08,1.68,0,0.55,0.0,2.0,2.0,1.0,5,0.0,5.98,2.0,2.9,0.52,1.0,10,0.0,1,0.0,2.0,0.84,0.0,10,99,74,83.39,8.72,73.75
19,0.0,1.0,1.0,2.0,3.0,2.0,64.58,2.62,83.6,70.05,1.0,2.97,1.8,0,2.18,1.0,0.0,0.0,2.0,10,1.0,7.37,2.0,7.29,0.47,1.0,8,0.0,1,0.0,0.0,1.41,2.0,15,98,67,87.15,4.24,68.54
20,0.0,0.0,0.0,3.0,4.0,2.0,75.79,3.22,96.91,60.01,0.0,1.57,1.03,0,2.72,2.0,2.0,1.0,2.0,2,0.0,6.5,1.0,4.92,2.11,1.0,8,1.0,1,1.0,1.0,3.35,0.0,15,85,62,77.7,6.95,73.35
20,0.0,0.0,1.0,1.0,3.0,2.0,72.59,2.79,77.8,76.18,1.0,5.43,3.16,0,2.36,0.0,0.0,1.0,2.0,6,0.0,6.34,3.0,4.38,0.72,2.0,10,0.0,1,0.0,1.0,0.28,1.0,5,92,49,97.15,9.38,51.82
19,1.0,0.0,1.0,3.0,3.0,1.0,59.26,2.23,95.46,86.37,2.0,4.34,3.41,0,2.42,2.0,1.0,4.0,2.0,9,1.0,4.68,1.0,6.81,0.8,1.0,10,2.0,1,0.0,0.0,0.17,0.0,9,90,65,58.63,10.0,70.8
20,1.0,0.0,2.0,1.0,3.0,2.0,58.26,2.39,74.2,63.78,1.0,3.1,2.0,0,3.73,1.0,1.0,1.0,2.0,7,0.0,6.88,1.0,5.4,3.77,1.0,10,0.0,1,0.0,0.0,7.14,1.0,23,88,37,91.39,10.0,42.55
14,0.0,1.0,2.0,1.0,3.0,2.0,55.72,2.24,73.03,77.87,0.0,5.24,3.95,0,2.23,2.0,0.0,3.0,2.0,8,0.0,5.84,3.0,6.15,8.5,0.0,10,0.0,1,0.0,2.0,4.21,2.0,27,94,50,70.29,10.0,52.92
20,1.0,0.0,2.0,4.0,3.0,0.0,53.4,2.11,76.31,65.29,1.0,0.5,0.35,0,1.71,2.0,2.0,1.0,2.0,5,1.0,6.39,2.0,4.1,0.68,1.0,10,2.0,1,0.0,1.0,5.51,2.0,7,99,39,68.35,7.68,38.6
15,1.0,0.0,2.0,2.0,3.0,2.0,52.98,2.24,84.68,76.09,2.0,2.38,2.04,0,0.27,1.0,0.0,2.0,2.0,8,0.0,4.06,1.0,4.66,1.14,2.0,10,2.0,1,1.0,2.0,5.39,2.0,29,88,46,81.62,9.04,50.88
20,0.0,1.0,2.0,4.0,4.0,1.0,57.0,2.22,93.09,74.63,0.0,1.53,0.81,0,0.18,0.0,0.0,3.0,2.0,6,0.0,6.43,2.0,4.03,4.25,1.0,10,2.0,1,1.0,1.0,2.51,1.0,15,96,62,100.0,5.48,65.8
19,1.0,0.0,0.0,3.0,1.0,1.0,76.16,2.96,73.22,59.85,2.0,1.77,1.18,1,0.26,0.0,2.0,1.0,2.0,4,1.0,8.46,3.0,5.92,0.06,1.0,10,2.0,1,0.0,0.0,0.85,2.0,4,96,66,69.8,9.67,68.28
16,0.0,0.0,2.0,3.0,1.0,0.0,69.38,2.84,89.12,69.02,2.0,5.99,3.74,0,0.01,2.0,2.0,2.0,2.0,7,0.0,5.52,2.0,4.86,2.58,1.0,10,2.0,1,1.0,1.0,1.29,2.0,28,100,82,89.23,10.0,83.81
17,1.0,0.0,1.0,2.0,0.0,0.0,57.04,2.36,84.61688196855897,60.1,2.0,3.65,2.61,0,1.82,2.0,2.0,0.0,2.0,7,0.0,6.7,1.0,5.94,2.66,2.0,10,1.0,1,0.0,1.0,4.87,2.0,4,92,47,100.0,10.0,50.71
15,1.0,1.0,2.0,0.0,1.0,2.0,89.21,3.89,88.86,60.81,2.0,1.18,1.03,1,1.87,0.0,1.0,3.0,2.0,4,0.0,6.47,3.0,4.65,0.39,0.0,10,1.0,1,0.0,0.0,0.31,2.0,5,90,65,90.15,10.0,71.33
16,0.0,0.0,1.0,4.0,3.0,2.0,63.78,2.49,84.61688196855897,58.41,2.0,0.8,0.46,0,1.46,2.0,0.0,3.0,0.0,8,0.0,5.82,3.0,4.2,1.82,1.0,8,0.0,1,0.0,1.0,5.57,1.0,22,96,41,92.4,6.95,43.06
18,2.0,1.0,0.0,0.0,2.0,1.0,71.55,2.75,87.08,69.03,2.0,1.55,1.38,1,2.61,0.0,0.0,0.0,1.0,5,1.0,9.28,2.0,3.43,0.44,2.0,10,2.0,1,0.0,0.0,2.57,2.0,6,91,60,91.25,10.0,66.97
15,0.0,1.0,1.0,4.0,1.0,2.0,88.1,3.53,84.61688196855897,70.15,2.0,3.94,2.5,0,3.9,2.0,0.0,2.0,2.0,6,1.0,8.37,2.0,3.3,3.79,0.0,10,1.0,1,1.0,0.0,0.32,2.0,30,99,93,91.68,10.0,93.52
19,0.0,1.0,1.0,3.0,0.0,1.0,87.28,3.68,86.73,62.77,2.0,4.3,3.4,0,1.39,1.0,2.0,4.0,2.0,1,2.0,7.61,2.0,9.49,0.7,0.0,8,2.0,1,0.0,1.0,10.97,2.0,3,99,83,100.0,5.92,84.3
16,0.0,0.0,1.0,2.0,3.0,2.0,53.48,2.34,91.09,82.81,2.0,2.42,1.37,0,0.97,2.0,2.0,1.0,1.0,5,0.0,6.65,2.0,3.93,4.35,1.0,10,2.0,1,0.0,2.0,5.66,2.0,19,98,53,94.7,9.1,56.69
17,1.0,0.0,2.0,2.0,1.0,1.0,68.37,2.65,87.16,87.48,2.0,2.49,1.88,1,1.88,0.0,2.0,1.0,1.0,6,0.0,6.95,2.0,4.91,0.56,0.0,10,0.0,1,1.0,1.0,2.76,2.0,14,100,61,67.91,10.0,58.82
17,1.0,0.0,2.0,0.0,2.0,0.0,64.75,2.34,84.43,87.6,1.0,2.8,2.2,0,1.6,1.0,2.0,1.0,2.0,5,2.0,6.45,1.0,4.07,2.38,1.0,7,1.0,1,0.0,2.0,3.03,2.0,1,87,40,71.98,4.91,44.33
20,1.0,0.0,2.0,3.0,1.0,2.0,71.77,2.85,84.61688196855897,77.62,2.0,4.33,2.45,0,1.39,0.0,2.0,4.0,0.0,4,0.0,7.3,2.0,3.6,2.03,1.0,10,2.0,1,1.0,2.0,0.51,2.0,24,87,63,73.88,10.0,73.09
16,1.0,0.0,1.0,1.0,1.0,2.0,60.99,2.35,72.54,52.15,0.0,2.82,1.95,1,0.81,0.0,0.0,3.0,0.0,8,2.0,7.28,3.0,5.17,2.1,2.0,10,2.0,1,1.0,1.0,5.26,2.0,20,89,69,80.36,10.0,78.52
18,1.0,0.0,2.0,3.0,1.0,1.0,84.45,3.4,85.55,67.32,0.0,1.36,0.76,0,0.78,2.0,2.0,3.0,0.0,6,0.0,7.98,2.0,4.86,0.31,1.0,9,2.0,1,0.0,2.0,2.86,2.0,30,86,67,100.0,10.0,82.11
20,0.0,0.0,0.0,4.0,1.0,0.0,53.42,1.93,81.54,51.45,1.0,3.61,2.28,0,1.73,0.0,2.0,0.0,2.0,4,0.0,8.14,2.0,6.39,1.26,1.0,7,2.0,1,1.0,2.0,1.05,2.0,14,91,51,100.0,7.76,57.46
19,0.0,1.0,1.0,1.0,3.0,2.0,79.51,3.47,84.61688196855897,71.18,2.0,3.31,2.61,1,0.94,2.0,2.0,3.0,2.0,9,2.0,4.62,2.0,2.27,0.15,1.0,10,2.0,1,0.0,1.0,6.05,1.0,30,87,47,52.94,7.92,56.12
16,1.0,0.0,1.0,1.0,3.0,1.0,68.41,2.61,87.42,87.27,2.0,2.36,1.61,1,0.86,2.0,2.0,2.0,2.0,8,0.0,8.5,3.0,1.64,0.24,1.0,10,0.0,1,1.0,0.0,3.39,1.0,5,89,46,78.39855100844147,10.0,49.75
14,0.0,1.0,1.0,0.0,0.0,1.0,100.0,4.0,89.59,67.77,0.0,1.93,1.61,0,1.79,2.0,2.0,1.0,2.0,4,0.0,7.4,1.0,5.05,1.41,1.0,10,2.0,1,0.0,2.0,2.07,0.0,1,93,63,71.16,10.0,67.13
16,1.0,0.0,2.0,3.0,2.0,0.0,73.03,2.84,70.61,82.37,0.0,3.55,1.95,0,1.97,2.0,2.0,4.0,0.0,4,1.0,6.74,2.0,5.22,1.39,1.0,10,2.0,1,0.0,0.0,0.27,2.0,6,94,42,82.45,10.0,42.48
16,0.0,0.0,2.0,3.0,1.0,2.0,43.99,1.78,84.61688196855897,79.48,2.0,2.18,1.65,0,0.06,2.0,2.0,4.0,2.0,7,0.0,8.77,1.0,4.08,3.43,1.0,10,0.0,0,0.0,0.0,0.45,2.0,1,86,19,71.76,10.0,22.83
19,0.0,1.0,1.0,3.0,3.0,2.0,79.82,3.26,86.88,48.75,2.0,2.08,1.87,0,0.57,2.0,2.0,2.0,1.0,8,0.0,7.45,3.0,4.82,0.65,0.0,10,2.0,1,1.0,0.0,5.22,2.0,24,92,78,83.45,10.0,86.36
17,0.0,0.0,2.0,1.0,3.0,2.0,65.19,2.76,82.51,83.16,0.0,0.7,0.5,1,3.36,2.0,2.0,1.0,0.0,4,0.0,9.53,3.0,3.39,0.03,0.0,10,2.0,1,0.0,2.0,1.03,0.0,14,88,59,80.39,10.0,66.47
20,1.0,0.0,2.0,4.0,3.0,2.0,63.71,2.69,74.59,75.64,1.0,3.48,2.42,1,6.05,2.0,2.0,1.0,1.0,4,0.0,8.03,2.0,3.94,4.52,1.0,7,2.0,1,0.0,2.0,3.69,2.0,7,88,56,91.76,5.81,59.98
